dataset,n_clients,trial,partition_method,frac_one_class,mean_unique_classes,mean_entropy
breast_cancer,20,0,Dirichlet (α=1.0),0.05,1.95,0.702506177466893
breast_cancer,20,0,Dirichlet (α=0.5),0.2,1.7,0.532524859012541
breast_cancer,20,0,Dirichlet (α=0.1),0.45,0.85,0.13675852190247878
breast_cancer,20,0,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,1,IID,0.0,2.0,0.9277834888929755
breast_cancer,20,1,Dirichlet (α=10.0),0.0,2.0,0.9314333700838453
breast_cancer,20,1,Dirichlet (α=1.0),0.0,2.0,0.772521424434244
breast_cancer,20,1,Dirichlet (α=0.5),0.2,1.8,0.5186300669962899
breast_cancer,20,1,Dirichlet (α=0.1),0.3,1.1,0.25419213054017387
breast_cancer,20,1,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,2,IID,0.0,2.0,0.9303141626145418
breast_cancer,20,2,Dirichlet (α=10.0),0.0,2.0,0.9175342570665498
breast_cancer,20,2,Dirichlet (α=1.0),0.0,2.0,0.6531330721873435
breast_cancer,20,2,Dirichlet (α=0.5),0.0,2.0,0.6916601170292113
breast_cancer,20,2,Dirichlet (α=0.1),0.55,0.95,0.15769088579822776
breast_cancer,20,2,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,3,IID,0.0,2.0,0.9391632970990325
breast_cancer,20,3,Dirichlet (α=10.0),0.0,2.0,0.938456298342164
breast_cancer,20,3,Dirichlet (α=1.0),0.1,1.9,0.6894806330245034
breast_cancer,20,3,Dirichlet (α=0.5),0.05,1.75,0.615091741755702
breast_cancer,20,3,Dirichlet (α=0.1),0.45,1.05,0.18761949303417308
breast_cancer,20,3,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,4,IID,0.0,2.0,0.930058951916744
breast_cancer,20,4,Dirichlet (α=10.0),0.0,2.0,0.9372905537317399
breast_cancer,20,4,Dirichlet (α=1.0),0.15,1.85,0.6310035988855235
breast_cancer,20,4,Dirichlet (α=0.5),0.15,1.85,0.5100405158134658
breast_cancer,20,4,Dirichlet (α=0.1),0.3,1.0,0.23972479467880378
breast_cancer,20,4,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,5,IID,0.0,2.0,0.9417220870812011
breast_cancer,20,5,Dirichlet (α=10.0),0.0,2.0,0.9238465199564022
breast_cancer,20,5,Dirichlet (α=1.0),0.2,1.8,0.6553964803824661
breast_cancer,20,5,Dirichlet (α=0.5),0.15,1.85,0.51579519376333
breast_cancer,20,5,Dirichlet (α=0.1),0.35,1.05,0.1638127813048223
breast_cancer,20,5,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,6,IID,0.0,2.0,0.9382172190928809
breast_cancer,20,6,Dirichlet (α=10.0),0.0,2.0,0.9158297923577369
breast_cancer,20,6,Dirichlet (α=1.0),0.05,1.95,0.6441846414703921
breast_cancer,20,6,Dirichlet (α=0.5),0.15,1.85,0.6462801374991655
breast_cancer,20,6,Dirichlet (α=0.1),0.45,1.25,0.2809240812650263
breast_cancer,20,6,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,7,IID,0.0,2.0,0.9302741718448443
breast_cancer,20,7,Dirichlet (α=10.0),0.0,2.0,0.9315797961082783
breast_cancer,20,7,Dirichlet (α=1.0),0.0,1.9,0.7205950053757907
breast_cancer,20,7,Dirichlet (α=0.5),0.15,1.85,0.5592748354884175
breast_cancer,20,7,Dirichlet (α=0.1),0.35,1.05,0.15132149755215304
breast_cancer,20,7,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,8,IID,0.0,2.0,0.9432131707095305
breast_cancer,20,8,Dirichlet (α=10.0),0.0,2.0,0.9394404788133563
breast_cancer,20,8,Dirichlet (α=1.0),0.0,2.0,0.8698783030162233
breast_cancer,20,8,Dirichlet (α=0.5),0.15,1.85,0.5241636425450069
breast_cancer,20,8,Dirichlet (α=0.1),0.3,0.8,0.08425266356416546
breast_cancer,20,8,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,9,IID,0.0,2.0,0.9250669931754114
breast_cancer,20,9,Dirichlet (α=10.0),0.0,2.0,0.9155786987266694
breast_cancer,20,9,Dirichlet (α=1.0),0.05,1.95,0.7484049992654807
breast_cancer,20,9,Dirichlet (α=0.5),0.05,1.85,0.5961015547416768
breast_cancer,20,9,Dirichlet (α=0.1),0.55,1.05,0.17795541663409237
breast_cancer,20,9,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,10,IID,0.0,2.0,0.9221813341133611
breast_cancer,20,10,Dirichlet (α=10.0),0.0,2.0,0.9287361702910191
breast_cancer,20,10,Dirichlet (α=1.0),0.15,1.85,0.6694608360878176
breast_cancer,20,10,Dirichlet (α=0.5),0.15,1.85,0.49567316079613494
breast_cancer,20,10,Dirichlet (α=0.1),0.6,1.0,0.10365073011241659
breast_cancer,20,10,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,11,IID,0.0,2.0,0.9305670900655143
breast_cancer,20,11,Dirichlet (α=10.0),0.0,2.0,0.9258742019482333
breast_cancer,20,11,Dirichlet (α=1.0),0.1,1.9,0.6331220734561638
breast_cancer,20,11,Dirichlet (α=0.5),0.2,1.8,0.5016823251580266
breast_cancer,20,11,Dirichlet (α=0.1),0.45,0.85,0.07123107725707684
breast_cancer,20,11,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,12,IID,0.0,2.0,0.9288017492328013
breast_cancer,20,12,Dirichlet (α=10.0),0.0,2.0,0.9223010272017353
breast_cancer,20,12,Dirichlet (α=1.0),0.1,1.9,0.661440201365745
breast_cancer,20,12,Dirichlet (α=0.5),0.15,1.85,0.5765508158248622
breast_cancer,20,12,Dirichlet (α=0.1),0.45,0.85,0.12763343227190654
breast_cancer,20,12,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,13,IID,0.0,2.0,0.929960037382461
breast_cancer,20,13,Dirichlet (α=10.0),0.0,2.0,0.937145479581997
breast_cancer,20,13,Dirichlet (α=1.0),0.15,1.85,0.5881648401562709
breast_cancer,20,13,Dirichlet (α=0.5),0.15,1.85,0.6121344186483884
breast_cancer,20,13,Dirichlet (α=0.1),0.65,1.05,0.18647869792568111
breast_cancer,20,13,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,14,IID,0.0,2.0,0.925816317187959
breast_cancer,20,14,Dirichlet (α=10.0),0.0,2.0,0.9197102980172425
breast_cancer,20,14,Dirichlet (α=1.0),0.1,1.9,0.630569266752869
breast_cancer,20,14,Dirichlet (α=0.5),0.05,1.85,0.6969407579191257
breast_cancer,20,14,Dirichlet (α=0.1),0.4,1.2,0.19271386264122065
breast_cancer,20,14,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,15,IID,0.0,2.0,0.9258662472801544
breast_cancer,20,15,Dirichlet (α=10.0),0.0,2.0,0.920577187386645
breast_cancer,20,15,Dirichlet (α=1.0),0.1,1.9,0.6655176497216495
breast_cancer,20,15,Dirichlet (α=0.5),0.2,1.8,0.5245897806590067
breast_cancer,20,15,Dirichlet (α=0.1),0.25,0.75,0.1685020625996241
breast_cancer,20,15,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,16,IID,0.0,2.0,0.9360651733537411
breast_cancer,20,16,Dirichlet (α=10.0),0.0,2.0,0.9339775018800875
breast_cancer,20,16,Dirichlet (α=1.0),0.05,1.95,0.6129171585494944
breast_cancer,20,16,Dirichlet (α=0.5),0.2,1.7,0.419772081989845
breast_cancer,20,16,Dirichlet (α=0.1),0.3,1.0,0.3160234290114691
breast_cancer,20,16,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,17,IID,0.0,2.0,0.924266819852442
breast_cancer,20,17,Dirichlet (α=10.0),0.0,2.0,0.9393612155727885
breast_cancer,20,17,Dirichlet (α=1.0),0.0,2.0,0.6455978045946237
breast_cancer,20,17,Dirichlet (α=0.5),0.1,1.9,0.528909250252327
breast_cancer,20,17,Dirichlet (α=0.1),0.5,1.3,0.22861102909205816
breast_cancer,20,17,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,18,IID,0.0,2.0,0.9276693818729628
breast_cancer,20,18,Dirichlet (α=10.0),0.0,2.0,0.9303687756308149
breast_cancer,20,18,Dirichlet (α=1.0),0.15,1.85,0.5943806760452499
breast_cancer,20,18,Dirichlet (α=0.5),0.1,1.9,0.526634741482824
breast_cancer,20,18,Dirichlet (α=0.1),0.45,1.25,0.3159792882430273
breast_cancer,20,18,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,19,IID,0.0,2.0,0.9370823822139009
breast_cancer,20,19,Dirichlet (α=10.0),0.0,2.0,0.91814565395059
breast_cancer,20,19,Dirichlet (α=1.0),0.05,1.95,0.6792853579975253
breast_cancer,20,19,Dirichlet (α=0.5),0.1,1.8,0.5924792396094326
breast_cancer,20,19,Dirichlet (α=0.1),0.45,1.35,0.32441682422323537
breast_cancer,20,19,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,20,IID,0.0,2.0,0.9227709755150109
breast_cancer,20,20,Dirichlet (α=10.0),0.0,2.0,0.8999987966556683
breast_cancer,20,20,Dirichlet (α=1.0),0.1,1.9,0.6358517978806958
breast_cancer,20,20,Dirichlet (α=0.5),0.15,1.75,0.6048415495009427
breast_cancer,20,20,Dirichlet (α=0.1),0.3,1.1,0.26001443653018086
breast_cancer,20,20,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,21,IID,0.0,2.0,0.931067785424518
breast_cancer,20,21,Dirichlet (α=10.0),0.0,2.0,0.9250757620487434
breast_cancer,20,21,Dirichlet (α=1.0),0.05,1.85,0.6042753633973049
breast_cancer,20,21,Dirichlet (α=0.5),0.1,1.9,0.6569431042393068
breast_cancer,20,21,Dirichlet (α=0.1),0.4,0.8,0.14750664220847926
breast_cancer,20,21,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,22,IID,0.0,2.0,0.9225509906177646
breast_cancer,20,22,Dirichlet (α=10.0),0.0,2.0,0.9267568253458647
breast_cancer,20,22,Dirichlet (α=1.0),0.2,1.8,0.5993218605591483
breast_cancer,20,22,Dirichlet (α=0.5),0.1,1.8,0.5451362643862759
breast_cancer,20,22,Dirichlet (α=0.1),0.25,0.65,0.029588992009600423
breast_cancer,20,22,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,23,IID,0.0,2.0,0.9406730573679221
breast_cancer,20,23,Dirichlet (α=10.0),0.0,2.0,0.9239679200235242
breast_cancer,20,23,Dirichlet (α=1.0),0.05,1.95,0.7166758469807404
breast_cancer,20,23,Dirichlet (α=0.5),0.2,1.8,0.48709905804412623
breast_cancer,20,23,Dirichlet (α=0.1),0.45,0.75,0.11087220198301082
breast_cancer,20,23,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,24,IID,0.0,2.0,0.9326512900969364
breast_cancer,20,24,Dirichlet (α=10.0),0.0,2.0,0.9116216848264747
breast_cancer,20,24,Dirichlet (α=1.0),0.05,1.95,0.7240085385978153
breast_cancer,20,24,Dirichlet (α=0.5),0.2,1.8,0.5479425842421309
breast_cancer,20,24,Dirichlet (α=0.1),0.45,0.75,0.062465103116957965
breast_cancer,20,24,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,25,IID,0.0,2.0,0.9381644575838474
breast_cancer,20,25,Dirichlet (α=10.0),0.0,2.0,0.9182582297732387
breast_cancer,20,25,Dirichlet (α=1.0),0.05,1.95,0.6788252409980793
breast_cancer,20,25,Dirichlet (α=0.5),0.15,1.75,0.5204353437388562
breast_cancer,20,25,Dirichlet (α=0.1),0.3,1.1,0.26291680683742874
breast_cancer,20,25,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,26,IID,0.0,2.0,0.9114611948240918
breast_cancer,20,26,Dirichlet (α=10.0),0.0,2.0,0.9280477822084489
breast_cancer,20,26,Dirichlet (α=1.0),0.0,2.0,0.7301503262747078
breast_cancer,20,26,Dirichlet (α=0.5),0.25,1.65,0.46920438261704306
breast_cancer,20,26,Dirichlet (α=0.1),0.25,0.95,0.21760766467061007
breast_cancer,20,26,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,27,IID,0.0,2.0,0.9383659034268563
breast_cancer,20,27,Dirichlet (α=10.0),0.0,2.0,0.9315365837942489
breast_cancer,20,27,Dirichlet (α=1.0),0.1,1.9,0.6386319716806622
breast_cancer,20,27,Dirichlet (α=0.5),0.3,1.7,0.48288432960984096
breast_cancer,20,27,Dirichlet (α=0.1),0.35,1.05,0.21202752841994804
breast_cancer,20,27,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,28,IID,0.0,2.0,0.9159407822395215
breast_cancer,20,28,Dirichlet (α=10.0),0.0,2.0,0.9014812277981401
breast_cancer,20,28,Dirichlet (α=1.0),0.0,2.0,0.8153959490282313
breast_cancer,20,28,Dirichlet (α=0.5),0.25,1.75,0.4965647571562296
breast_cancer,20,28,Dirichlet (α=0.1),0.4,1.0,0.18155029501210404
breast_cancer,20,28,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,20,29,IID,0.0,2.0,0.9257820350118035
breast_cancer,20,29,Dirichlet (α=10.0),0.0,2.0,0.9371370949396359
breast_cancer,20,29,Dirichlet (α=1.0),0.15,1.85,0.6221418929554905
breast_cancer,20,29,Dirichlet (α=0.5),0.15,1.65,0.530984726204921
breast_cancer,20,29,Dirichlet (α=0.1),0.6,0.8,0.02773988120484982
breast_cancer,20,29,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,0,IID,0.0,2.0,0.8907869835885106
breast_cancer,50,0,Dirichlet (α=10.0),0.0,2.0,0.9024481117304849
breast_cancer,50,0,Dirichlet (α=1.0),0.18,1.82,0.6307378895765475
breast_cancer,50,0,Dirichlet (α=0.5),0.18,1.66,0.5264253356956692
breast_cancer,50,0,Dirichlet (α=0.1),0.42,0.9,0.17018437866448502
breast_cancer,50,0,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,1,IID,0.02,1.98,0.869902938666425
breast_cancer,50,1,Dirichlet (α=10.0),0.0,2.0,0.9166752593049604
breast_cancer,50,1,Dirichlet (α=1.0),0.12,1.84,0.6997333439181669
breast_cancer,50,1,Dirichlet (α=0.5),0.2,1.56,0.5158429851819029
breast_cancer,50,1,Dirichlet (α=0.1),0.34,0.9,0.19353889364312338
breast_cancer,50,1,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,2,IID,0.0,2.0,0.8919996858926096
breast_cancer,50,2,Dirichlet (α=10.0),0.0,2.0,0.9132817218431402
breast_cancer,50,2,Dirichlet (α=1.0),0.14,1.78,0.6638122996200347
breast_cancer,50,2,Dirichlet (α=0.5),0.3,1.62,0.4893431524271035
breast_cancer,50,2,Dirichlet (α=0.1),0.36,0.96,0.2114540482682662
breast_cancer,50,2,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,3,IID,0.0,2.0,0.8725877122106175
breast_cancer,50,3,Dirichlet (α=10.0),0.0,2.0,0.9305759906254528
breast_cancer,50,3,Dirichlet (α=1.0),0.18,1.78,0.621183950389696
breast_cancer,50,3,Dirichlet (α=0.5),0.38,1.58,0.45706937401465114
breast_cancer,50,3,Dirichlet (α=0.1),0.4,1.0,0.22548739298127501
breast_cancer,50,3,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,4,IID,0.02,1.98,0.8713575582141064
breast_cancer,50,4,Dirichlet (α=10.0),0.0,2.0,0.9236763784232294
breast_cancer,50,4,Dirichlet (α=1.0),0.14,1.86,0.6632621082041851
breast_cancer,50,4,Dirichlet (α=0.5),0.32,1.68,0.5009936648937974
breast_cancer,50,4,Dirichlet (α=0.1),0.44,0.84,0.15328384261451733
breast_cancer,50,4,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,5,IID,0.0,2.0,0.9027065518835026
breast_cancer,50,5,Dirichlet (α=10.0),0.0,2.0,0.9154308453202334
breast_cancer,50,5,Dirichlet (α=1.0),0.06,1.86,0.7024928848990535
breast_cancer,50,5,Dirichlet (α=0.5),0.26,1.58,0.46940469301258503
breast_cancer,50,5,Dirichlet (α=0.1),0.4,0.92,0.21580396407536814
breast_cancer,50,5,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,6,IID,0.0,2.0,0.8880418099280172
breast_cancer,50,6,Dirichlet (α=10.0),0.0,2.0,0.9264437902411129
breast_cancer,50,6,Dirichlet (α=1.0),0.08,1.88,0.6800647499754977
breast_cancer,50,6,Dirichlet (α=0.5),0.32,1.52,0.4465296304318829
breast_cancer,50,6,Dirichlet (α=0.1),0.42,0.82,0.14643735042949935
breast_cancer,50,6,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,7,IID,0.0,2.0,0.8820214885635886
breast_cancer,50,7,Dirichlet (α=10.0),0.0,2.0,0.9108830291762905
breast_cancer,50,7,Dirichlet (α=1.0),0.26,1.74,0.5994951920227052
breast_cancer,50,7,Dirichlet (α=0.5),0.3,1.54,0.4860601003267951
breast_cancer,50,7,Dirichlet (α=0.1),0.44,0.92,0.131430476155408
breast_cancer,50,7,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,8,IID,0.02,1.98,0.8637795272209347
breast_cancer,50,8,Dirichlet (α=10.0),0.0,2.0,0.9280245846578363
breast_cancer,50,8,Dirichlet (α=1.0),0.2,1.72,0.5808016605208473
breast_cancer,50,8,Dirichlet (α=0.5),0.3,1.7,0.5359390460271644
breast_cancer,50,8,Dirichlet (α=0.1),0.28,0.88,0.23092429948076645
breast_cancer,50,8,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,9,IID,0.0,2.0,0.8951668092548588
breast_cancer,50,9,Dirichlet (α=10.0),0.0,2.0,0.9221346526683066
breast_cancer,50,9,Dirichlet (α=1.0),0.1,1.86,0.7178524006271212
breast_cancer,50,9,Dirichlet (α=0.5),0.18,1.74,0.5689806617130744
breast_cancer,50,9,Dirichlet (α=0.1),0.32,0.88,0.21222991063464874
breast_cancer,50,9,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,10,IID,0.02,1.98,0.8767917668142639
breast_cancer,50,10,Dirichlet (α=10.0),0.0,2.0,0.9232122378204948
breast_cancer,50,10,Dirichlet (α=1.0),0.14,1.82,0.6539415752033204
breast_cancer,50,10,Dirichlet (α=0.5),0.26,1.54,0.4590006516505863
breast_cancer,50,10,Dirichlet (α=0.1),0.36,0.92,0.22999538717155335
breast_cancer,50,10,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,11,IID,0.0,2.0,0.9025620801944062
breast_cancer,50,11,Dirichlet (α=10.0),0.0,2.0,0.9112765280306082
breast_cancer,50,11,Dirichlet (α=1.0),0.16,1.8,0.6400594877867769
breast_cancer,50,11,Dirichlet (α=0.5),0.16,1.72,0.5985197177658556
breast_cancer,50,11,Dirichlet (α=0.1),0.38,0.94,0.2164961748063928
breast_cancer,50,11,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,12,IID,0.0,2.0,0.9006961084813665
breast_cancer,50,12,Dirichlet (α=10.0),0.0,2.0,0.9296801324759528
breast_cancer,50,12,Dirichlet (α=1.0),0.14,1.82,0.6878719763147352
breast_cancer,50,12,Dirichlet (α=0.5),0.22,1.7,0.5270111721582631
breast_cancer,50,12,Dirichlet (α=0.1),0.36,1.0,0.21396326396986204
breast_cancer,50,12,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,13,IID,0.02,1.98,0.8719721409378073
breast_cancer,50,13,Dirichlet (α=10.0),0.0,2.0,0.9141362186947982
breast_cancer,50,13,Dirichlet (α=1.0),0.18,1.82,0.6122069866388311
breast_cancer,50,13,Dirichlet (α=0.5),0.42,1.46,0.37911355154575643
breast_cancer,50,13,Dirichlet (α=0.1),0.3,1.06,0.3219881332384493
breast_cancer,50,13,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,14,IID,0.0,2.0,0.9017684142388991
breast_cancer,50,14,Dirichlet (α=10.0),0.0,2.0,0.927072389188905
breast_cancer,50,14,Dirichlet (α=1.0),0.16,1.8,0.662368893356448
breast_cancer,50,14,Dirichlet (α=0.5),0.36,1.52,0.43118656951374407
breast_cancer,50,14,Dirichlet (α=0.1),0.28,0.84,0.22484229905815106
breast_cancer,50,14,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,15,IID,0.0,2.0,0.8724698497869123
breast_cancer,50,15,Dirichlet (α=10.0),0.0,2.0,0.9238970202133368
breast_cancer,50,15,Dirichlet (α=1.0),0.14,1.86,0.6874357664682854
breast_cancer,50,15,Dirichlet (α=0.5),0.24,1.64,0.5196860481418497
breast_cancer,50,15,Dirichlet (α=0.1),0.4,0.96,0.18301793480809325
breast_cancer,50,15,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,16,IID,0.0,2.0,0.8784906718482637
breast_cancer,50,16,Dirichlet (α=10.0),0.0,2.0,0.9254120131923821
breast_cancer,50,16,Dirichlet (α=1.0),0.2,1.76,0.6128902382646706
breast_cancer,50,16,Dirichlet (α=0.5),0.22,1.66,0.5392142378361923
breast_cancer,50,16,Dirichlet (α=0.1),0.38,0.74,0.1209777108568893
breast_cancer,50,16,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,17,IID,0.0,2.0,0.9022459868031845
breast_cancer,50,17,Dirichlet (α=10.0),0.0,2.0,0.915149201035717
breast_cancer,50,17,Dirichlet (α=1.0),0.14,1.82,0.6713310724449236
breast_cancer,50,17,Dirichlet (α=0.5),0.24,1.68,0.5465111224425173
breast_cancer,50,17,Dirichlet (α=0.1),0.28,1.0,0.2507592734620378
breast_cancer,50,17,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,18,IID,0.0,2.0,0.8870988896086217
breast_cancer,50,18,Dirichlet (α=10.0),0.0,2.0,0.9114714527032355
breast_cancer,50,18,Dirichlet (α=1.0),0.18,1.82,0.6467068952282944
breast_cancer,50,18,Dirichlet (α=0.5),0.26,1.62,0.5369002366204427
breast_cancer,50,18,Dirichlet (α=0.1),0.42,0.9,0.1413535853929924
breast_cancer,50,18,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,19,IID,0.02,1.98,0.8668866814293713
breast_cancer,50,19,Dirichlet (α=10.0),0.0,2.0,0.9269576269896931
breast_cancer,50,19,Dirichlet (α=1.0),0.12,1.88,0.7069184268129781
breast_cancer,50,19,Dirichlet (α=0.5),0.24,1.68,0.5152386861707962
breast_cancer,50,19,Dirichlet (α=0.1),0.4,0.96,0.24772209274309767
breast_cancer,50,19,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,20,IID,0.0,2.0,0.8867929882059232
breast_cancer,50,20,Dirichlet (α=10.0),0.0,2.0,0.9215085722243971
breast_cancer,50,20,Dirichlet (α=1.0),0.16,1.84,0.6321472264590864
breast_cancer,50,20,Dirichlet (α=0.5),0.24,1.6,0.5171955986895572
breast_cancer,50,20,Dirichlet (α=0.1),0.24,1.04,0.31340192339292555
breast_cancer,50,20,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,21,IID,0.02,1.98,0.8585793922701842
breast_cancer,50,21,Dirichlet (α=10.0),0.0,2.0,0.9167270661441345
breast_cancer,50,21,Dirichlet (α=1.0),0.12,1.88,0.6809207302856101
breast_cancer,50,21,Dirichlet (α=0.5),0.32,1.6,0.4827432828781648
breast_cancer,50,21,Dirichlet (α=0.1),0.32,1.16,0.3403481462165032
breast_cancer,50,21,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,22,IID,0.0,2.0,0.8855083814313978
breast_cancer,50,22,Dirichlet (α=10.0),0.0,2.0,0.9302614877810705
breast_cancer,50,22,Dirichlet (α=1.0),0.08,1.84,0.7005259623278406
breast_cancer,50,22,Dirichlet (α=0.5),0.22,1.7,0.5288063704463328
breast_cancer,50,22,Dirichlet (α=0.1),0.36,0.92,0.19582112441884209
breast_cancer,50,22,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,23,IID,0.0,2.0,0.8960454122743117
breast_cancer,50,23,Dirichlet (α=10.0),0.0,2.0,0.9081674234077204
breast_cancer,50,23,Dirichlet (α=1.0),0.1,1.9,0.7189837156677524
breast_cancer,50,23,Dirichlet (α=0.5),0.32,1.64,0.49188209933740723
breast_cancer,50,23,Dirichlet (α=0.1),0.36,0.84,0.1751937316190746
breast_cancer,50,23,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,24,IID,0.02,1.98,0.8621022628063195
breast_cancer,50,24,Dirichlet (α=10.0),0.0,2.0,0.9101823911960919
breast_cancer,50,24,Dirichlet (α=1.0),0.14,1.86,0.6807480331471107
breast_cancer,50,24,Dirichlet (α=0.5),0.24,1.68,0.5005232008631793
breast_cancer,50,24,Dirichlet (α=0.1),0.28,0.92,0.21091775729883622
breast_cancer,50,24,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,25,IID,0.0,2.0,0.8911408181356805
breast_cancer,50,25,Dirichlet (α=10.0),0.0,2.0,0.9246671497082589
breast_cancer,50,25,Dirichlet (α=1.0),0.2,1.72,0.5993584977420938
breast_cancer,50,25,Dirichlet (α=0.5),0.16,1.76,0.6435070799891897
breast_cancer,50,25,Dirichlet (α=0.1),0.38,0.78,0.1325680855176702
breast_cancer,50,25,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,26,IID,0.0,2.0,0.8903258926314556
breast_cancer,50,26,Dirichlet (α=10.0),0.0,2.0,0.9131991710330888
breast_cancer,50,26,Dirichlet (α=1.0),0.2,1.8,0.5927464186488764
breast_cancer,50,26,Dirichlet (α=0.5),0.28,1.68,0.5193749262308992
breast_cancer,50,26,Dirichlet (α=0.1),0.44,0.88,0.1649688034134697
breast_cancer,50,26,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,27,IID,0.02,1.98,0.8721533375128988
breast_cancer,50,27,Dirichlet (α=10.0),0.0,2.0,0.9237354240054784
breast_cancer,50,27,Dirichlet (α=1.0),0.1,1.82,0.6460457497767466
breast_cancer,50,27,Dirichlet (α=0.5),0.18,1.62,0.5428988441351347
breast_cancer,50,27,Dirichlet (α=0.1),0.38,0.94,0.22255091672346392
breast_cancer,50,27,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,28,IID,0.0,2.0,0.8986238072492765
breast_cancer,50,28,Dirichlet (α=10.0),0.0,2.0,0.9154688973567287
breast_cancer,50,28,Dirichlet (α=1.0),0.12,1.88,0.7083152509724059
breast_cancer,50,28,Dirichlet (α=0.5),0.3,1.58,0.5012928576176144
breast_cancer,50,28,Dirichlet (α=0.1),0.3,0.94,0.24463823104653032
breast_cancer,50,28,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,50,29,IID,0.0,2.0,0.9061736909902878
breast_cancer,50,29,Dirichlet (α=10.0),0.0,2.0,0.921385250480693
breast_cancer,50,29,Dirichlet (α=1.0),0.16,1.76,0.6332583411213978
breast_cancer,50,29,Dirichlet (α=0.5),0.24,1.56,0.48317018872436557
breast_cancer,50,29,Dirichlet (α=0.1),0.38,0.94,0.24048657921944014
breast_cancer,50,29,Forcé (1 classe/client),1.0,1.0,0.0
breast_cancer,75,0,IID,0.0,2.0,0.8720225673151247
breast_cancer,75,0,Dirichlet (α=10.0),0.0,2.0,0.9133593352492689
breast_cancer,75,0,Dirichlet (α=1.0),0.24,1.7333333333333334,0.6232198196553085
breast_cancer,75,0,Dirichlet (α=0.5),0.22666666666666666,1.6933333333333334,0.6042148589385674
breast_cancer,75,0,Dirichlet (α=0.1),0.30666666666666664,0.6533333333333333,0.16151146382227402
breast_cancer,75,0,Forcé (1 classe/client),1.0,1.0,0.0
